street_key,avg_price,transaction_count,std_dev,min_price,max_price,district,district_median,undervalued
EVERSLEY AVENUE | DA7 6SW,252333.33333333334,3,10785.793124908956,240000,260000,DA7,431666.6666666667,True
EVESHAM COURT | NN3 5JB,215000.0,3,39051.248379533274,190000,260000,NN3,281125.0,True
EVESHAM ROAD | B97 5HL,127833.33333333333,3,20410.37317966855,112500,151000,B97,273697.9166666666,True
EVESHAM ROAD | B97 5JA,201266.66666666666,3,4100.406483915139,198800,206000,B97,273697.9166666666,True
EVESHAM WALK | M24 1PW,133333.33333333334,3,23094.010767585034,120000,160000,M24,215108.8333333333,True
EWELL ROAD | KT6 6HG,347000.0,5,51550.945675128016,285000,400000,KT6,491600.0,True
EWELL ROAD | KT6 6HL,251983.33333333334,3,31737.21527376549,225000,286950,KT6,491600.0,True
EXCELSIOR STREET | NP23 6TU,91333.33333333333,3,5507.570547286104,85000,95000,NP23,194516.6666666667,True
EXCHANGE MEWS | TN4 9TR,253400.0,5,28509.64748992874,205000,272000,TN4,504500.0,True
EXCHANGE STREET | FY1 2DZ,59000.0,3,5567.764362830022,53000,64000,FY1,103208.33333333334,True
EXETER DRIVE | B79 7YQ,129500.0,3,56729.621891918156,96000,195000,B79,250958.3333333333,True
EXETER DRIVE | CO1 2RX,104333.33333333333,6,22498.148071933978,85500,147500,CO1,225937.5,True
EXETER STREET | NP19 8DE,166500.0,3,9041.570660012561,157000,175000,NP19,215062.5,True
EXETER STREET | WA10 4HR,91166.66666666667,3,38891.944324414195,50500,128000,WA10,140583.33333333334,True
EXIGE WAY | NR18 9ND,240833.33333333334,3,22684.429314693665,215000,257500,NR18,312916.6666666666,True
EXMOUTH STREET | SN1 3PU,179166.66666666666,3,30349.354743278043,147500,208000,SN1,246166.66666666666,True
EXPRESS DRIVE | IG3 9QQ,210750.0,4,12945.39815275426,200000,226000,IG3,451666.6666666666,True
EYTHROPE ROAD | HP17 8PH,389500.0,3,206053.99777728168,165000,570000,HP17,595400.0,True
FAIR VIEW | EX31 1JR,210000.0,4,27080.128015453196,170000,230000,EX31,316666.6666666666,True
FAIRACRES CLOSE | BS31 1TT,141333.33333333334,3,5507.570547286106,135000,145000,BS31,332666.6666666667,True
FAIRACRES ROAD | OX11 8QQ,190000.0,3,31224.98999199199,165000,225000,OX11,331875.0,True
FAIRACRES ROAD | OX11 8QZ,134000.0,5,29874.738492579316,110000,185000,OX11,331875.0,True
FAIRBOURNE ROAD | SW4 8DZ,415000.0,3,43301.270189221934,390000,465000,SW4,623500.0,True
FAIRBURN AVENUE | CW2 7SY,120833.33333333333,3,12332.20715579062,112500,135000,CW2,203666.66666666666,True
FAIRCLOUGH STREET | WA5 4HJ,114100.0,5,20286.695147312683,85000,135000,WA5,270750.0,True
FAIRFAX AVENUE | SS13 1AZ,182250.0,4,31941.352507368876,164000,230000,SS13,234166.66666666666,True
FAIRFAX CLOSE | ST8 6ER,112500.0,5,69185.4392195352,76500,236000,ST8,182458.3333333333,True
FAIRFAX GATE | OX33 1QE,314833.3333333333,3,140641.68419545228,152500,400000,OX33,408858.0,True
FAIRFAX STREET | LN5 8NR,119125.0,4,51974.953904100126,81500,195000,LN5,172833.33333333334,True
FAIRFIELD AVENUE | TW18 4DN,300000.0,4,46904.1575982343,250000,340000,TW18,430041.6666666666,True
FAIRFIELD CLOSE | N12 9ST,371000.0,5,56612.71941887264,270000,400000,N12,502119.8,True
FAIRFIELD COURT | LS17 8UA,213750.0,4,22410.93483101497,182000,233000,LS17,343625.0,True
FAIRFIELD DRIVE | SW18 1DL,371000.0,4,55553.27773108143,332500,453500,SW18,632647.9166666667,True
FAIRFIELD PARADE | GL53 7PJ,354166.6666666667,3,83229.10148099241,300000,450000,GL53,487000.0,True
FAIRFIELD ROAD | BN20 7NF,130278.57142857143,7,12775.362263058563,115000,149000,BN20,377666.6666666667,True
FAIRFIELD ROAD | CH5 1SS,128562.5,4,34854.683449047894,82500,165000,CH5,181658.33333333334,True
FAIRFIELD ROAD | CT10 2QH,115833.33333333333,3,26731.691553909066,92500,145000,CT10,310750.0,True
FAIRFIELD ROAD | E3 2QF,308750.0,4,23584.95283014151,275000,325000,E3,439037.5,True
FAIRFIELD ROAD | E3 2UQ,348333.3333333333,6,79540.34615631658,310000,510000,E3,439037.5,True
FAIRFIELD ROAD | E3 2UT,348333.3333333333,3,35529.33060632205,312000,383000,E3,439037.5,True
FAIRFIELD ROAD | LS24 9SW,174166.66666666666,3,48883.36458687488,120000,215000,LS24,262000.0,True
FAIRFIELD ROAD | TN15 8NY,221650.0,3,10388.33480400011,210000,229950,TN15,357000.0,True
FAIRFORD STREET | CF63 1BY,135666.66666666666,3,57847.50066626331,72000,185000,CF63,174533.33333333334,True
FAIRLADIES | CA27 0AQ,169666.66666666666,3,2516.6114784235865,167000,172000,CA27,314325.0,True
FAIRLANDS EAST | SR6 9QX,135333.33333333334,3,17897.858344878394,125000,156000,SR6,174056.125,True
FAIRLAWN DRIVE | BN14 8AX,147812.5,4,38001.850283900654,91250,170000,BN14,339000.0,True
FAIRLAWN | KT13 0AY,348340.0,3,50082.59977277537,300000,400000,KT13,618741.6666666666,True
FAIRMEAD | GU21 3JA,269666.6666666667,3,17387.73514099331,250000,283000,GU21,393083.3333333334,True
FAIRMONT AVENUE | E14 9JD,330000.0,3,61441.02863722254,260000,375000,E14,521250.0,True
FAIROAK WAY | DT8 3JQ,278333.3333333333,3,5773.502691896253,275000,285000,DT8,425000.0,True
FAIRTHORN ROAD | SE7 7FS,282900.0,5,18829.498134575973,257000,305000,SE7,379333.3333333334,True
FAIRVIEW AVENUE | DN35 8DQ,99366.66666666667,3,9257.609482654434,93100,110000,DN35,132991.66666666666,True
FAIRVIEW TERRACE | DH9 8NR,79333.33333333333,3,15044.37879519568,65000,95000,DH9,104250.0,True
FAIRWAY | OL11 3BZ,176666.66666666666,3,46457.86621588784,125000,215000,OL11,234166.66666666666,True
FAIRWAYS AVENUE | GL16 8RP,149500.0,3,54829.28049865327,87000,189500,GL16,271666.6666666667,True
FAIRWEATHER COURT | DL3 7TS,83800.0,5,30499.180316854417,50000,120000,DL3,157625.0,True
FAIRWOOD ROAD | CF5 3QG,135750.0,3,11723.374087693355,125000,148250,CF5,283208.3333333334,True
FAKES ROAD | NR29 4JL,157666.66666666666,3,21594.752448994026,135000,178000,NR29,256916.6666666667,True
FALCON CLOSE | CT6 7LD,223000.0,3,52602.28131934964,164000,265000,CT6,305372.5,True
FALCON CLOSE | LU6 1UP,144833.33333333334,3,11184.066046538415,132000,152500,LU6,348600.0,True
FALCON CRESCENT | NR8 5GW,188041.66666666666,6,72878.05167995825,80000,280000,NR8,250000.0,True
FALCON CRESCENT | NR8 5GX,198333.33333333334,3,58594.65277082315,155000,265000,NR8,250000.0,True
FALCON ROAD | SW11 2LR,456250.0,4,165145.13818658623,245000,625000,SW11,883333.3333333334,True
FALCONWOOD WAY | M11 3LN,105000.0,3,8660.254037844386,95000,110000,M11,179333.33333333334,True
FALINGE ROAD | OL12 6RU,142000.0,3,17776.388834631176,128000,162000,OL12,201166.66666666666,True
FALLOW AVENUE | PR4 0DU,204166.66666666666,3,69947.00374807582,123500,248000,PR4,273516.6666666666,True
FALLOW COURT | S81 0UR,148666.66666666666,3,20714.32676514816,125000,163500,S81,246178.07638888888,True
FALLOW RISE | SG13 7NL,298125.0,4,79931.61139374084,200000,375000,SG13,451665.8333333334,True
FALLOWFIELD | ME10 4UZ,167226.66666666666,3,31187.724080691325,131680,190000,ME10,292833.3333333334,True
FALMOUTH ROAD | NE29 8PF,98666.66666666667,3,27300.793639257692,80000,130000,NE29,172145.8333333333,True
FALSGRAVE CRESCENT | YO30 7AZ,212333.33333333334,3,78526.00418545015,135000,292000,YO30,287166.6666666666,True
FANSHAW STREET | N1 6LD,396875.0,4,9868.932735272512,382500,405000,N1,704250.0,True
FAR MOSS | YO8 8GG,150166.66666666666,6,104235.15082095227,57000,315000,YO8,220000.0,True
FAREHAM WAY | NE23 1TB,160666.66666666666,3,8082.903768654759,156000,170000,NE23,212466.6666666667,True
FARLEY COURT | GU14 6PZ,93333.33333333333,3,9073.771725877468,83000,100000,GU14,315250.0,True
FARM AVENUE | NG15 6SL,162833.33333333334,3,69893.37116875486,90500,230000,NG15,226666.6666666667,True
FARM HILL | EX4 2ND,196250.0,4,30034.702151566835,157500,227500,EX4,249958.3333333333,True
FARM ROAD | CH5 2HJ,126500.0,3,27280.94573140748,95000,142500,CH5,181658.33333333334,True
FARM ROAD | DE13 0XQ,106750.0,4,86538.52706550225,50000,235000,DE13,289781.0,True
FARMAN ROAD | CV5 6HP,180000.0,4,12903.48790056394,168500,195000,CV5,229600.0,True
FARMINGTON DRIVE | OX28 5GH,249250.0,4,42952.49313679786,190000,286000,OX28,339375.0,True
FARNBOROUGH COMMON | BR6 8NE,185625.0,4,47186.46522044219,125000,230000,BR6,462600.0,True
FARNBOROUGH DRIVE | NN11 8AL,190250.0,8,64894.97008903805,125000,265000,NN11,245562.5,True
FARNBOROUGH ROAD | GU14 7GZ,236916.66666666666,6,18478.140238310418,220000,272000,GU14,315250.0,True
FARNBOROUGH ROAD | NG11 9GQ,190833.33333333334,3,34125.99204907212,160000,227500,NG11,247500.0,True
FARNDALE ROAD | NE4 8TY,60000.0,3,17320.508075688773,50000,80000,NE4,127833.33333333333,True
FARNLEY ROAD | DN4 8TS,134166.66666666666,3,65970.32161004927,90000,210000,DN4,181583.33333333334,True
FARNLEY ROAD | LS29 6GA,121400.0,5,92430.48063274365,66250,280000,LS29,337166.6666666667,True
FARO CLOSE | BR1 2RR,310166.6666666667,3,29750.350137995567,280500,340000,BR1,395666.6666666667,True
FARRIER WAY | WF3 3TY,156666.66666666666,3,54848.27557301444,125000,220000,WF3,237237.5,True
FARROW BANK | LS12 3TX,136033.33333333334,3,12140.977445549153,128000,150000,LS12,173383.33333333334,True
FARROW STREET | OL2 7AD,159316.66666666666,3,42898.72764235943,110000,188000,OL2,231666.66666666666,True
FARTOWN | LS28 8LU,134166.66666666666,3,7653.975002136687,129500,143000,LS28,220183.33333333334,True
FASEMAN AVENUE | CV4 9RD,126666.66666666667,3,50579.969684978394,95000,185000,CV4,202052.0833333333,True
FAULTLANDS CLOSE | CV11 4SL,205816.66666666666,3,31319.73552463898,178500,240000,CV11,271125.25,True
FAVERSHAM ROAD | SE6 4XE,304625.0,4,114523.19634030478,182500,425000,SE6,526666.6666666667,True
FAYREGREEN | NR21 8HE,140000.0,3,26457.513110645905,110000,160000,NR21,249166.6666666667,True
FEATHERSTONE DRIVE | LE2 9RD,189666.66666666666,3,17097.758137642883,170000,201000,LE2,260000.0,True
FEATHERSTONE LANE | WF7 6LR,146250.0,4,32755.40667838924,125000,195000,WF7,223145.8333333333,True
FEATHERSTONE ROAD | UB2 5GP,136000.0,3,87641.31445842194,80000,237000,UB2,365000.0,True
FEGEN ROAD | PL5 1HZ,92875.0,4,8528.139695541266,80500,100000,PL5,183508.92857142858,True
FELCOTE AVENUE | HD5 8DR,149083.33333333334,3,20062.9218543395,130000,170000,HD5,186698.9583333333,True
FELINFOEL ROAD | SA15 3JQ,103333.33333333333,3,40525.71200279316,77000,150000,SA15,144333.16666666666,True
FELIX ROAD | IP11 7EH,109166.66666666667,3,28975.564417856185,90000,142500,IP11,295000.0,True
FELLOWES PLACE | PL1 5NB,154000.0,5,110568.9829925192,65000,345000,PL1,204375.0,True
FELLOWES RISE | SO22 5TB,378333.3333333333,3,110264.83271348727,285000,500000,SO22,582665.0,True
FELLOWS ROAD | PO31 7JN,205833.33333333334,3,105484.99103347989,87500,290000,PO31,280333.3333333334,True
FELLSIDE | DH3 2NE,121866.66666666667,3,3233.1615074619053,120000,125600,DH3,189500.0,True
FELPHAM ROAD | PO22 7NS,161612.5,4,6827.685674272551,153500,169950,PO22,289791.6666666666,True
FELSTED | MK7 8FD,129750.0,3,104475.77470399537,61250,250000,MK7,261665.0,True
FEN ROAD | LN4 4HX,139333.33333333334,3,29399.546481762834,115000,172000,LN4,244951.25,True
FENCHURCH ROAD | RH10 7XA,199000.0,3,12767.145334803705,185000,210000,RH10,403333.3333333333,True
FENHAM COURT | NE4 9DR,84833.33333333333,6,13717.385562368168,72000,110000,NE4,127833.33333333333,True
FENNELL GROVE | HG4 2SZ,114066.66666666667,3,8637.900979597607,105000,122200,HG4,325900.0,True
FENSHURST GARDENS | BS41 9AX,321750.0,4,34960.69221282669,270000,347000,BS41,404625.0,True
FENTIMAN WAY | RM11 3XY,171250.0,4,19311.050377094114,160000,200000,RM11,513041.6666666666,True
FENTON AVENUE | SN25 2EA,191166.66666666666,3,27660.139792367892,173000,223000,SN25,263333.3333333333,True
FENTON GATE | LS10 4FT,121166.66666666667,3,6251.666444503683,114000,125500,LS10,193333.3333333333,True
FENTON PLACE | LS10 4FH,117362.5,4,11812.802024357585,101500,130000,LS10,193333.3333333333,True
FENTON STREET | BL8 1LU,150500.0,3,17414.074767267997,136500,170000,BL8,191116.66666666666,True
FENTON STREET | WF3 1RJ,177000.0,4,16792.855623746666,153000,190000,WF3,237237.5,True
FERGUSON DRIVE | DY4 7NS,114166.66666666667,3,33942.35309069383,82500,150000,DY4,155000.0,True
FERME PARK ROAD | N8 9SD,418333.3333333333,3,60069.40430313366,360000,480000,N8,583333.3333333334,True
FERME PARK ROAD | N8 9SE,456600.0,5,37620.473149603,420000,505000,N8,583333.3333333334,True
FERMOY ROAD | W9 3NJ,410000.0,3,60621.7782649107,375000,480000,W9,690250.0,True
FERN CLOSE | LE7 9QJ,170000.0,3,73993.24293474371,85000,220000,LE7,329166.6666666667,True
FERN ROAD | B24 9DA,176666.66666666666,3,11930.35344544885,167000,190000,B24,239833.3333333333,True
FERNBANK CRESCENT | CT19 5SF,194166.66666666666,3,10103.629710818446,182500,200000,CT19,258333.3333333333,True
FERNDALE CLOSE | CO15 4TP,131833.33333333334,3,54773.01647100818,97500,195000,CO15,231891.3333333333,True
FERNDALE COURT | B46 3EZ,172500.0,4,15000.0,160000,190000,B46,261250.0,True
FERNDALE COURT | RG19 4PW,129350.0,7,34499.50482736431,95000,186000,RG19,331666.6666666667,True
FERNDALE CRESCENT | SM5 2FN,355833.3333333333,3,57572.41816471959,292500,405000,SM5,461000.0,True
FERNDALE STREET | BB10 3EP,78331.66666666667,3,12580.739578154113,65000,89995,BB10,122833.33333333333,True
FERNEYBEDS ESTATE | NE61 5RD,172500.0,3,22588.713996153034,152500,197000,NE61,250000.0,True
FERNHILL LANE | BH25 5ST,159000.0,4,35646.411694119604,106000,180000,BH25,325833.3333333333,True
FERNHILL LANE | BH25 5WR,230000.0,3,43588.98943540674,180000,260000,BH25,325833.3333333333,True
FERNIE STREET | M4 4BL,193125.0,4,25144.167647123788,163500,225000,M4,243333.33333333334,True
FERNIHOUGH CLOSE | KT13 0UY,487333.3333333333,3,136825.92346968953,332000,590000,KT13,618741.6666666666,True
FERNLEA ROAD | SW12 9RN,487770.0,5,72887.68414485399,425000,608850,SW12,677018.75,True
FERNLEIGH | PR26 7AL,181000.0,5,114529.4721894762,110000,380000,PR26,253333.33333333334,True
FERNLEY ROAD | PR8 5AU,146500.0,3,73241.04040768399,62500,197000,PR8,221354.1666666667,True
FERNSIDE GARDENS | B13 9JD,151200.0,3,54957.43807711564,110000,213600,B13,215990.0,True
FERNWOOD DRIVE | WS15 2PY,122500.0,3,2500.0,120000,125000,WS15,220333.33333333334,True
FERRIBY ROAD | DN18 5LE,136666.66666666666,3,7637.626158259733,130000,145000,DN18,176833.3333333333,True
FERRIBY TERRACE | NG2 2FH,204000.0,3,27712.812921102035,172000,220000,NG2,286916.6666666666,True
FERRIER CLOSE | ME8 9JL,271200.0,5,149656.94103515547,106000,430000,ME8,340603.3333333333,True
FERRY COURT | CF11 0JN,161666.66666666666,3,81291.65598838133,90000,250000,CF11,225750.0,True
FERRY GARDENS | GL2 4PB,190200.0,5,36642.87106655264,147000,228000,GL2,271583.3333333334,True
FERRY ROAD | SS5 6NA,252800.0,5,133104.09460268306,110000,385000,SS5,405833.3333333333,True
FERRY ROAD | TN31 7DN,235666.66666666666,3,92662.46992894876,140000,325000,TN31,396458.3333333334,True
FERRYBRIDGE ROAD | WF8 2PD,157666.66666666666,3,67869.97372427172,108000,235000,WF8,216550.0,True
FFORDD DEWI SANT | LL53 6EG,185666.66666666666,3,81953.23869947626,132000,280000,LL53,252035.5833333333,True
FFORDD GARNEDD | LL56 4QY,149666.66666666666,9,48859.492424706994,80000,210000,LL56,201166.66666666666,True
FFORDD LLANERCH | LL14 2NF,115333.33333333333,3,10598.742063723097,104000,125000,LL14,198500.0,True
FFORDD MELYN MAIR | SA7 9WS,146833.33333333334,3,38891.944324414195,110000,187500,SA7,188080.4166666667,True
FFORDD PIRAN | CH6 5FR,152666.66666666666,3,76002.19295081777,65000,200000,CH6,205500.0,True
FFORDD TALARGOCH | LL19 8NP,107312.5,8,40295.28286820396,59000,165000,LL19,182666.6666666667,True
FFORDD TEGAI | LL57 1TF,113750.0,4,28581.754086596342,75000,139000,LL57,190158.3333333333,True
FFORDD YR AFON | SA4 4QA,122000.0,6,57320.15352386977,87000,235000,SA4,214866.6666666667,True
FFYNNON WEN | SA6 5EQ,110666.66666666667,3,16165.807537309522,92000,120000,SA6,192915.8333333333,True
FIDLAS ROAD | CF14 5NA,175150.0,3,13447.769331751642,159950,185500,CF14,276666.6666666667,True
FIDLER STREET | WA10 3DZ,99000.0,3,15099.6688705415,85000,115000,WA10,140583.33333333334,True
FIELD END ROAD | HA4 9BF,331250.0,4,157288.21740147396,150000,475000,HA4,565416.6666666667,True
FIELD END | GU9 9HZ,297333.3333333333,3,38682.46803570494,275000,342000,GU9,494500.0,True
FIELD LANE | WF5 9DZ,113250.0,3,22106.277389013285,87750,127000,WF5,223333.33333333334,True
FIELD ROAD | CH45 5BG,103200.0,5,44846.404538156676,59000,165000,CH45,201750.0,True
FIELD ROAD | E7 9DP,470000.0,3,90000.0,380000,560000,E7,615000.0,True
FIELD ROAD | TW14 0BQ,264666.6666666667,3,40004.16644967539,225000,305000,TW14,464000.0,True
FIELD SIDINGS WAY | DY6 7AR,155055.55555555556,9,63536.625483084776,84000,265000,DY6,247500.83333333334,True
FIELD STREET | CF46 6AW,99600.0,3,7295.8892535454515,91300,105000,CF46,135666.66666666666,True
FIELD TOP | HD6 4EQ,140125.0,4,70995.74517767479,50000,223500,HD6,192375.0,True
FIELD VIEW | RG4 5HD,225000.0,3,21794.49471770337,210000,250000,RG4,414708.3333333334,True
FIELDFARE CROFT | PE21 8ED,124666.66666666667,3,14502.87327853806,110000,139000,PE21,200125.0,True
FIELDHEAD ROAD | S8 0ZX,130333.33333333333,3,52252.5916422653,70000,161000,S8,236000.0,True
FIELDHOUSE ROAD | WS12 4HX,170000.0,3,26457.513110645905,140000,190000,WS12,214166.6666666667,True
FIELDING STREET | BB1 4NR,61666.666666666664,3,22546.248764114473,40000,85000,BB1,141764.5833333333,True
FIELDING STREET | ME13 7JZ,234500.0,4,49976.66121968,170000,275000,ME13,329250.0,True
FIELDS NEW ROAD | OL9 8NZ,136666.66666666666,3,22546.24876411447,115000,160000,OL9,196666.66666666666,True
FIELDWAY AVENUE | LS13 1ED,123833.33333333333,3,74626.29116694286,80000,210000,LS13,189750.0,True
FIFTH AVENUE | NG31 9TH,144166.66666666666,3,49644.57002868827,87500,180000,NG31,195875.0,True
FIFTH ROW | NE61 5SL,65333.333333333336,3,22590.5584998099,44000,89000,NE61,250000.0,True
FIFTH STREET | SR8 4LA,35562.5,4,7773.820918098555,24250,42000,SR8,77575.0,True
FILEY ROAD | YO11 2TP,60875.0,4,11750.0,45000,72500,YO11,169996.66666666666,True
FILKINS LANE | CH3 5EH,225000.0,3,45825.7569495584,175000,265000,CH3,313083.3333333334,True
FILLINGFIR ROAD | LS16 5EE,138500.0,3,41572.226305551645,114000,186500,LS16,307621.6666666666,True
FINBARS WALK | IP4 1HY,120750.0,4,54487.76621101902,70000,198000,IP4,231625.0,True
FINBOROUGH ROAD | SW10 9EQ,615371.6666666666,3,103833.52978847118,548615,735000,SW10,900875.0,True
FINBOROUGH ROAD | SW17 9HY,455666.6666666667,3,104576.92543450173,380000,575000,SW17,608875.0,True
FINCH CLOSE | PL3 6AY,125750.0,4,44932.35656702936,78000,185000,PL3,226395.8333333333,True
FINCHAMS CLOSE | CB21 4NE,326666.6666666667,3,81291.65598838133,255000,415000,CB21,437166.6666666666,True
FINCHLEY ROAD | NW11 6BB,235833.33333333334,6,55983.6285593089,180000,315000,NW11,552958.3333333333,True
FINDLAY PLACE | CA14 2XG,91750.0,4,40680.66698896009,56000,150000,CA14,155583.3333333333,True
FINDON ROAD | BN14 0BF,100166.66666666667,3,13877.439725444074,87500,115000,BN14,339000.0,True
FINEDON STREET | NN15 5SB,187500.0,3,62799.28343540235,150000,260000,NN15,300750.0,True
FINHAM COURT | CV8 1SA,219000.0,3,59101.607423148824,180000,287000,CV8,324333.3333333333,True
FININGS COURT | DE14 3TZ,97237.5,4,18380.033324235297,70000,109950,DE14,186333.33333333334,True
FINKLE LANE | DN18 5PQ,115166.66666666667,3,11856.784274554942,102000,125000,DN18,176833.3333333333,True
FINN FARM ROAD | TN25 7AB,325000.0,4,27309.94934695656,307500,365000,TN25,412821.4285714286,True
FINNEY DRIVE | M21 9DS,231100.0,3,12673.98911156231,218000,243300,M21,350125.0,True
FINNEY LANE | SK8 3PT,212050.0,5,37882.38376871234,160000,245000,SK8,340000.0,True
FIONA CLOSE | SO23 0HB,431666.6666666667,3,20207.25942163691,410000,450000,SO23,545000.0,True
FIR COURT | SS15 4EY,232333.33333333334,3,19655.36398374076,220000,255000,SS15,318050.0,True
FIR LANE | OL2 6TY,180000.0,4,30276.50354097492,135000,200000,OL2,231666.66666666666,True
FIR STREET | BB9 9RQ,51333.333333333336,3,14571.66199626293,36000,65000,BB9,97415.83333333334,True
FIR STREET | M44 5AR,174000.0,3,25059.928172283337,150000,200000,M44,220770.2083333333,True
FIR STREET | S43 2JQ,147000.0,3,20754.51758051726,126000,167500,S43,190105.8333333333,True
FIR TREE AVENUE | OX10 0PL,310750.0,4,16194.134740701647,295000,330000,OX10,448128.75,True
FIR TREE LANE | WA5 4NE,213583.33333333334,3,14612.352080802502,202000,230000,WA5,270750.0,True
FIR TREE | S35 7BS,163500.0,3,9836.157786453,153000,172500,S35,225000.0,True
FIRBANK CLOSE | OL7 0AD,120000.0,3,13228.756555322952,105000,130000,OL7,160916.6666666667,True
FIRE FLY AVENUE | SN2 2FW,161666.66666666666,6,21362.74014883546,136000,187500,SN2,217333.33333333334,True
FIRE FLY AVENUE | SN2 2GE,130666.66666666667,3,6027.7137733417085,125000,137000,SN2,217333.33333333334,True
FIRECLAY DRIVE | TF2 9UH,188333.33333333334,3,20207.259421636907,170000,210000,TF2,259666.6666666667,True
FIRECREST CLOSE | CV6 4RB,128270.0,20,14327.277994680011,120000,158900,CV6,213333.3333333333,True
FIRECREST WAY | CW6 0RX,231333.33333333334,3,149433.3742285616,59000,325000,CW6,377604.1666666666,True
FIRETHORN CRESCENT | CV31 2RX,251666.66666666666,3,16072.75126832159,240000,270000,CV31,321062.5,True
FIRS CLOSE | CR4 1AX,223700.0,3,16987.34823331764,206100,240000,CR4,317500.0,True
FIRST AVENUE | PE28 2SW,224333.33333333334,3,30924.63958291726,190000,250000,PE28,360045.0,True
FIRTH STREET | BD23 2FB,159000.0,3,41146.08122288197,120000,202000,BD23,251000.0,True
FISHER ROAD | IP22 4JR,144500.0,4,68344.71449936711,70000,205000,IP22,311250.0,True
FISHERMANS WAY | SL8 5LY,555000.0,3,18027.756377319947,540000,575000,SL8,731666.6666666667,True
FISHERS BANK | CB6 1LN,233725.0,3,3404.3171121386445,230000,236675,CB6,374666.6666666666,True
FISHERS LANE | W4 1YA,311000.0,3,63505.90523722971,248000,375000,W4,775066.6666666666,True
FISHERS LANE | W4 1YB,353333.3333333333,3,20207.2594216369,335000,375000,W4,775066.6666666666,True
FISHPONDS ROAD | BS16 3HQ,164333.33333333334,3,12096.831541082707,155000,178000,BS16,332000.0,True
FISHPONDS VIEW | S13 8BH,115833.33333333333,6,26536.1388801511,105000,170000,S13,176666.66666666666,True
FISHWICKE ROAD | SO22 6SP,289300.0,10,35279.99118165675,223000,330000,SO22,582665.0,True
FITTLEWORTH GARDEN | BN16 3EW,245833.33333333334,3,77714.75621356173,165000,320000,BN16,346458.3333333334,True
FITZALAN ROAD | BN17 5JD,85562.5,4,3016.447966289711,82250,89000,BN17,237333.33333333334,True
FITZHUGH GROVE | SW18 3SD,315000.0,4,48476.798574163295,260000,365000,SW18,632647.9166666667,True
FITZJOHNS AVENUE | NW3 6NT,867500.0,3,634069.199693535,382500,1585000,NW3,1166666.6666666667,True
FITZROY STREET | W1T 5BS,1019166.6666666666,3,460206.02270432457,732500,1550000,W1T,1528750.0,True
FIVE ACRE ROAD | BA5 2LG,169248.75,4,8499.853307557723,157000,175000,BA5,308708.3333333334,True
FIVE OAKS LANE | IG7 4FH,366200.0,5,116943.1485808382,305000,575000,IG7,486583.3333333333,True
FIVELANDS ROAD | DE15 9AS,91666.66666666667,3,2886.7513459481297,90000,95000,DE15,173333.33333333334,True
FLAGHOLME | NG12 3PE,206000.0,3,7937.253933193771,200000,215000,NG12,290500.0,True
FLAGSTAFF ROAD | RG2 6DJ,358279.6153846154,26,65241.2519181396,277875,455900,RG2,454166.6666666667,True
FLAMBARD WAY | GU7 1FJ,336650.0,3,106942.35596806346,269950,460000,GU7,514166.6666666667,True
FLAXDOWN GARDENS | CV23 0GX,140625.0,4,5088.794880257344,137000,148000,CV23,338250.0,True
FLAXLEY CLOSE | LN2 4GJ,149750.0,4,61212.063081280525,104000,240000,LN2,220737.5,True
FLEDBURGH DRIVE | B76 1FA,118833.33333333333,3,14091.959882618648,103000,130000,B76,321666.6666666667,True
FLEEMING ROAD | E17 5ET,391716.6666666667,6,60376.168035630304,320000,480000,E17,508500.0,True
FLEET AVENUE | TS24 0WB,72750.0,4,18282.50529878222,48000,88000,TS24,97250.0,True
FLEET WAY | OX11 8BZ,168333.33333333334,3,37527.76749732568,125000,190000,OX11,331875.0,True
FLEMING DRIVE | N21 1SU,395000.0,3,74665.92261534039,340000,480000,N21,546666.6666666666,True
FLEMING PLACE | RG12 2GN,251833.33333333334,3,34497.58445649975,212000,272000,RG12,360800.0,True
FLETCHER CLOSE | CA13 0HB,109166.66666666667,3,6291.5286960589565,102500,115000,CA13,226990.0,True
FLETCHER WAY | BN5 9FR,395812.5,4,116214.48830359608,237250,500000,BN5,588750.0,True
FLINT CLOSE | CV47 0NH,155175.0,4,79577.14810170066,95000,269000,CV47,297250.0,True
FLINT CRESCENT | BA13 4FS,171000.0,4,50246.061205498154,102000,222000,BA13,234000.0,True
FLINTERGILL COURT | MK13 7QS,73500.0,3,8760.707733967616,65000,82500,MK13,283708.3333333334,True
FLORENCE AVENUE | B73 5NQ,235666.66666666666,3,19399.312702601947,223000,258000,B73,307791.6666666666,True
FLORENCE AVENUE | LS9 7AL,103000.0,3,10440.30650891055,96000,115000,LS9,160523.80952380953,True
FLORENCE CLOSE | CM13 3FQ,286000.0,4,36941.39502870278,252000,325000,CM13,499666.6666666666,True
FLORENCE CLOSE | SS7 2PN,268000.0,3,6082.76253029822,264000,275000,SS7,421875.0,True
FLORENCE STREET | BB11 5EQ,54500.0,4,8426.14977317636,45000,63000,BB11,72166.33333333334,True
FLOREY COURT | SN1 4GX,138166.66666666666,6,6112.828041640519,131000,148000,SN1,246166.66666666666,True
FLORISTON GARDENS | BH25 5DL,182750.0,4,124956.99260145468,115000,370000,BH25,325833.3333333333,True
