postcode,street_key,avg_price,transaction_count,std_dev,min_price,max_price,district,district_median,undervalued,Postcode,Latitude,Longitude,District,% Difference
GL51 9FF,APPLEYARD CLOSE | GL51 9FF,179375.0,4.0,57820.663838,122500.0,260000.0,GL51,281666.0,True,GL51 9FF,51.918627,-2.114905,Tewkesbury,36.31641731696406
CO4 5SE,APPRENTICE DRIVE | CO4 5SE,191800.0,5.0,11454.256851,180000.0,210000.0,CO4,293333.0,True,CO4 5SE,51.903785,0.880248,Colchester,34.61356206086597
CM23 3SN,APTON ROAD | CM23 3SN,369000.0,3.0,19313.207916,352000.0,390000.0,CM23,472583.0,True,CM23 3SN,51.869449,0.1576,East Hertfordshire,21.91847781236312
LN2 5JE,ARBORETUM AVENUE | LN2 5JE,172333.0,3.0,37434.387044,145000.0,215000.0,LN2,220737.0,True,LN2 5JE,53.231464,-0.529177,Lincoln,21.928358181908788
SW2 3NX,ARBORFIELD CLOSE | SW2 3NX,382500.0,4.0,79320.026895,330000.0,500000.0,SW2,520291.0,True,SW2 3NX,51.442149,-0.119962,Lambeth,26.48344868544718
PO15 7FG,ARBOUR COURT | PO15 7FG,199233.0,3.0,1327.905619,197700.0,200000.0,PO15,312729.0,True,PO15 7FG,50.88753,-1.247511,Winchester,36.29212513070422
DE7 8JX,ARCHER STREET | DE7 8JX,153333.0,3.0,15275.252317,140000.0,170000.0,DE7,206479.0,True,DE7 8JX,52.984948,-1.310336,Erewash,25.73917928699771
MK40 4SG,ARCHER STREET | MK40 4SG,264000.0,3.0,52848.841047,232000.0,325000.0,MK40,354083.0,True,MK40 4SG,52.127097,-0.511038,Bedford,25.44121011175346
DH1 4BP,ARCHERS COURT | DH1 4BP,170333.0,6.0,10092.901796,159000.0,185000.0,DH1,218666.0,True,DH1 4BP,54.778083,-1.596752,County Durham,22.103573486504533
SP1 3WE,ARCHERS COURT | SP1 3WE,135600.0,10.0,28233.943323,70000.0,173000.0,SP1,287166.0,True,SP1 3WE,51.074532,-1.797078,Wiltshire,52.7799252000585
SO50 9PP,ARCHERS ROAD | SO50 9PP,145000.0,3.0,35000.0,110000.0,180000.0,SO50,302000.0,True,SO50 9PP,50.970806,-1.355051,Eastleigh,51.98675496688742
SN16 0ED,ARCHES LANE | SN16 0ED,204316.0,3.0,75076.96606399998,159950.0,291000.0,SN16,362500.0,True,SN16 0ED,51.578403,-2.09687,Wiltshire,43.63696551724138
N6 4HT,ARCHWAY ROAD | N6 4HT,442666.0,3.0,81032.915123,363000.0,525000.0,N6,911558.0,True,N6 4HT,51.579525,-0.151812,Haringey,51.43852612779439
N6 5BN,ARCHWAY ROAD | N6 5BN,663333.0,3.0,186033.151168,460000.0,825000.0,N6,911558.0,True,N6 5BN,51.573918,-0.142036,Haringey,27.230850916782035
LA2 6JN,ARDEN CLOSE | LA2 6JN,136650.0,3.0,67898.214262,95000.0,215000.0,LA2,260000.0,True,LA2 6JN,54.086003,-2.805842,Lancaster,47.44230769230769
DL6 1EW,ARDEN COURT | DL6 1EW,88390.0,5.0,17080.998214,65000.0,113000.0,DL6,238855.0,True,DL6 1EW,54.342871,-1.434587,North Yorkshire,62.99428523581252
KT4 7AZ,ARDROSSAN GARDENS | KT4 7AZ,422000.0,3.0,155319.026523,314000.0,600000.0,KT4,535201.0,True,KT4 7AZ,51.370225,-0.245732,Epsom and Ewell,21.15111892541307
NP19 0LP,ARGOSY WAY | NP19 0LP,127333.0,3.0,4041.451884,125000.0,132000.0,NP19,215062.0,True,NP19 0LP,51.580476,-2.977399,Newport,40.792422650212494
YO21 3HU,ARGYLE ROAD | YO21 3HU,188250.0,4.0,33599.355153,145000.0,225000.0,YO21,235825.0,True,YO21 3HU,54.49029,-0.625309,North Yorkshire,20.173857733488816
BB3 1EX,ARGYLE STREET | BB3 1EX,87040.0,5.0,14786.03226,64500.0,105000.0,BB3,126200.0,True,BB3 1EX,53.704277,-2.475052,Blackburn with Darwen,31.03011093502377
CA1 3PB,ARGYLL DRIVE | CA1 3PB,72483.0,3.0,15194.598821,55000.0,82500.0,CA1,151500.0,True,CA1 3PB,54.882288,-2.901329,Cumberland,52.15643564356436
NP20 2FN,ARIEL CLOSE | NP20 2FN,101875.0,4.0,21285.264856,79000.0,120000.0,NP20,220000.0,True,NP20 2FN,51.577025,-2.978292,Newport,53.69318181818182
HU11 4BP,ARK ROYAL | HU11 4BP,79000.0,3.0,5291.502622,75000.0,85000.0,HU11,172520.0,True,HU11 4BP,53.778047,-0.255048,"Kingston upon Hull, City of",54.20820774402968
NE66 1BS,ARKLE COURT | NE66 1BS,95000.0,3.0,82310.388166,45000.0,190000.0,NE66,247559.0,True,NE66 1BS,55.402598,-1.703611,Northumberland,61.62530952217451
HA4 0FF,ARLA PLACE | HA4 0FF,374200.0,5.0,35266.131061,315000.0,410000.0,HA4,565416.0,True,HA4 0FF,51.55793,-0.39815,Hillingdon,33.8186397272097
BS6 5PS,ARLEY HILL | BS6 5PS,233333.0,3.0,20816.659995,210000.0,250000.0,BS6,339222.0,True,BS6 5PS,51.465816,-2.591532,"Bristol, City of",31.215251369309772
LS12 2PA,ARLEY TERRACE | LS12 2PA,119333.0,3.0,8519.585279,110500.0,127500.0,LS12,173383.0,True,LS12 2PA,53.801273,-1.586348,Leeds,31.17375982651125
CV8 2NS,ARLIDGE CRESCENT | CV8 2NS,183666.0,3.0,44613.152022,141000.0,230000.0,CV8,324333.0,True,CV8 2NS,52.345243,-1.554379,Warwick,43.37116482134103
CV32 5BF,ARLINGTON AVENUE | CV32 5BF,256083.0,6.0,37355.610913,225000.0,327000.0,CV32,363437.0,True,CV32 5BF,52.297219,-1.533848,Warwick,29.538544507025975
CF64 5TR,ARLINGTON ROAD | CF64 5TR,247000.0,3.0,34597.687784,211000.0,280000.0,CF64,317133.0,True,CF64 5TR,51.406429,-3.210708,Vale of Glamorgan,22.114696357679588
TS18 3LD,ARLINGTON STREET | TS18 3LD,58199.0,5.0,16709.823467,39999.0,73000.0,TS18,171333.0,True,TS18 3LD,54.556465,-1.322056,Stockton-on-Tees,66.03164597596493
BS6 5BQ,ARMIDALE PLACE | BS6 5BQ,260666.0,6.0,3932.768321,256000.0,268000.0,BS6,339222.0,True,BS6 5BQ,51.465968,-2.589592,"Bristol, City of",23.15769613999092
RG31 6AB,ARMOUR ROAD | RG31 6AB,243333.0,3.0,15275.252317,230000.0,260000.0,RG31,343333.0,True,RG31 6AB,51.461401,-1.037587,Reading,29.126241870137736
CV35 7TP,ARMSCOTE GROVE | CV35 7TP,273833.0,3.0,8311.638427,265000.0,281500.0,CV35,400052.0,True,CV35 7TP,52.30041,-1.636232,Warwick,31.550648415705957
CB8 8HD,ARMSTRONG CLOSE | CB8 8HD,191666.0,3.0,97766.729174,110000.0,300000.0,CB8,339691.0,True,CB8 8HD,52.242568,0.414384,West Suffolk,43.57636793438743
DL3 9LB,ARMSTRONG COURT | DL3 9LB,68333.0,3.0,7216.878364999999,60000.0,72500.0,DL3,157625.0,True,DL3 9LB,54.53624,-1.57238,Darlington,56.64837430610626
WR1 2GH,ARMSTRONG DRIVE | WR1 2GH,157583.0,3.0,106278.035517,58750.0,270000.0,WR1,201583.0,True,WR1 2GH,52.183861,-2.220897,Worcester,21.82723741585352
DN31 2QQ,ARMSTRONG STREET | DN31 2QQ,40166.0,3.0,10750.968949,31000.0,52000.0,DN31,86000.0,True,DN31 2QQ,53.572544,-0.096646,North East Lincolnshire,53.2953488372093
LS28 5BZ,ARMSTRONG STREET | LS28 5BZ,172000.0,3.0,12379.418403,162500.0,186000.0,LS28,220183.0,True,LS28 5BZ,53.807817,-1.674146,Leeds,21.88316082531349
BB5 0JR,ARNCLIFFE AVENUE | BB5 0JR,74333.0,3.0,17785.762096,55000.0,90000.0,BB5,123950.0,True,BB5 0JR,53.74587,-2.380767,Hyndburn,40.02985074626866
CV34 5XZ,ARNCLIFFE WAY | CV34 5XZ,235666.0,3.0,57239.263913,170000.0,275000.0,CV34,332333.0,True,CV34 5XZ,52.292721,-1.581107,Warwick,29.087391261174783
CH3 6GF,ARNHEM WAY | CH3 6GF,220416.0,3.0,138520.831767,71250.0,345000.0,CH3,313083.0,True,CH3 6GF,53.172916,-2.856292,Cheshire West and Chester,29.598221557861653
BS16 9LB,ARNOLD ROAD | BS16 9LB,168428.0,7.0,12404.396302,152500.0,185000.0,BS16,332000.0,True,BS16 9LB,51.473498,-2.482323,South Gloucestershire,49.26867469879518
CV13 6JG,ARNOLD ROAD | CV13 6JG,290000.0,3.0,95786.220303,225000.0,400000.0,CV13,416475.0,True,CV13 6JG,52.568874,-1.411054,Hinckley and Bosworth,30.3679692658623
BL1 3EY,ARNOLD STREET | BL1 3EY,135833.0,3.0,15365.003525,119500.0,150000.0,BL1,187708.0,True,BL1 3EY,53.591858,-2.447939,Bolton,27.636009120548938
OX12 0GT,ARNOLD WAY | OX12 0GT,158000.0,3.0,27730.849248,126000.0,175000.0,OX12,339166.0,True,OX12 0GT,51.606542,-1.43701,Vale of White Horse,53.41514184794467
NG31 8GL,ARNOLDFIELD COURT | NG31 8GL,135833.0,3.0,14648.663193,125000.0,152500.0,NG31,195875.0,True,NG31 8GL,52.924062,-0.649765,South Kesteven,30.653222718570518
GL7 1TA,ARNOLDS WAY | GL7 1TA,240666.0,3.0,54003.086332,187000.0,295000.0,GL7,406333.0,True,GL7 1TA,51.719317,-1.953659,Cotswold,40.771239352944505
OX2 9AB,ARTHRAY ROAD | OX2 9AB,420000.0,3.0,113247.516529,300000.0,525000.0,OX2,614148.0,True,OX2 9AB,51.749831,-1.299717,Vale of White Horse,31.612575470407783
GU9 8PE,ARTHUR CLOSE | GU9 8PE,372500.0,4.0,13228.756555,360000.0,390000.0,GU9,494500.0,True,GU9 8PE,51.207973,-0.799387,Waverley,24.67138523761375
B1 3DB,ARTHUR PLACE | B1 3DB,159625.0,4.0,24526.771088,126000.0,180000.0,B1,232219.0,True,B1 3DB,52.48306,-1.914359,Birmingham,31.2610079278612
HU3 6BJ,ARTHUR STREET | HU3 6BJ,70666.0,3.0,24946.609656,52000.0,99000.0,HU3,110900.0,True,HU3 6BJ,53.741582,-0.374242,"Kingston upon Hull, City of",36.2795311091073
SA12 6EH,ARTHUR STREET | SA12 6EH,87125.0,4.0,15823.900699,70000.0,108000.0,SA12,164375.0,True,SA12 6EH,51.596614,-3.790977,Neath Port Talbot,46.99619771863118
BS16 7JB,ARTHURS CLOSE | BS16 7JB,186833.0,3.0,2753.785274,185000.0,190000.0,BS16,332000.0,True,BS16 7JB,51.487342,-2.474864,South Gloucestershire,43.725
DA12 1LY,ARTILLERY ROW | DA12 1LY,235333.0,3.0,14502.873279,221000.0,250000.0,DA12,302333.0,True,DA12 1LY,51.436776,0.378278,Gravesham,22.160994664823225
SE16 3GB,ARTS LANE | SE16 3GB,241000.0,3.0,175579.04203,125000.0,443000.0,SE16,461166.0,True,SE16 3GB,51.496373,-0.074327,Southwark,47.741160449816334
NG19 9RF,ARUN DALE | NG19 9RF,123000.0,3.0,8185.352772,114000.0,130000.0,NG19,179583.0,True,NG19 9RF,53.159584,-1.18399,Mansfield,31.507993518317434
RH12 1UP,ARUNDALE WALK | RH12 1UP,293875.0,4.0,41913.353083,233000.0,325000.0,RH12,410450.0,True,RH12 1UP,51.062057,-0.356564,Horsham,28.401754172249973
B14 5UE,ARUNDEL ROAD | B14 5UE,164000.0,3.0,119302.137449,27000.0,245000.0,B14,239666.0,True,B14 5UE,52.404099,-1.88116,Birmingham,31.57143691637529
BN16 4NQ,ARUNDEL ROAD | BN16 4NQ,170000.0,3.0,24879.710609,143000.0,192000.0,BN16,346458.0,True,BN16 4NQ,50.831273,-0.485568,Arun,50.932003301987535
OL6 6RG,ARUNDEL STREET | OL6 6RG,138500.0,3.0,7697.402159,130000.0,145000.0,OL6,218376.0,True,OL6 6RG,53.488013,-2.075135,Tameside,36.5772795545298
SW8 4AN,ASCALON STREET | SW8 4AN,460000.0,3.0,10000.0,450000.0,470000.0,SW8,655375.0,True,SW8 4AN,51.477952,-0.140369,Wandsworth,29.81117680717147
WA16 0UD,ASCOL DRIVE | WA16 0UD,321250.0,4.0,25617.376915,285000.0,345000.0,WA16,492014.0,True,WA16 0UD,53.275016,-2.445921,Cheshire East,34.70714247968554
BS10 5SW,ASCOT ROAD | BS10 5SW,267333.0,3.0,26102.362601,240000.0,292000.0,BS10,375081.0,True,BS10 5SW,51.505873,-2.591633,"Bristol, City of",28.726595055468017
B90 1TZ,ASCOTE LANE | B90 1TZ,185100.0,5.0,5527.205442,176000.0,190000.0,B90,333208.0,True,B90 1TZ,52.384868,-1.835445,Solihull,44.44911286643778
CF24 2AR,ASGOG STREET | CF24 2AR,148666.0,3.0,9018.499506,140000.0,158000.0,CF24,237000.0,True,CF24 2AR,51.481203,-3.156725,Cardiff,37.2717299578059
CV22 6EL,ASH COURT | CV22 6EL,164966.0,3.0,13219.335586,154950.0,179950.0,CV22,271162.0,True,CV22 6EL,52.356131,-1.280797,Rugby,39.16330459282643
LS14 6GH,ASH COURT | LS14 6GH,135375.0,4.0,9428.458693,125000.0,145000.0,LS14,196166.0,True,LS14 6GH,53.808847,-1.479319,Leeds,30.989570058012088
CB25 0DS,ASH GROVE | CB25 0DS,76200.0,5.0,9789.024466,67500.0,90000.0,CB25,412666.0,True,CB25 0DS,52.277178,0.324449,East Cambridgeshire,81.53470361018353
CM6 1QY,ASH GROVE | CM6 1QY,260666.0,3.0,52690.922684,200000.0,295000.0,CM6,432572.0,True,CM6 1QY,51.866711,0.365045,Uttlesford,39.740436274192504
DH8 6EB,ASH GROVE | DH8 6EB,103833.0,3.0,51614.758871,45000.0,141500.0,DH8,158357.0,True,DH8 6EB,54.855503,-1.823723,County Durham,34.431063988330166
EX12 2TT,ASH GROVE | EX12 2TT,234333.0,3.0,72762.169658,180000.0,317000.0,EX12,313000.0,True,EX12 2TT,50.718907,-3.074558,East Devon,25.1332268370607
SA2 7RA,ASH GROVE | SA2 7RA,203333.0,3.0,80983.53742199998,110000.0,255000.0,SA2,260333.0,True,SA2 7RA,51.621458,-4.028169,Swansea,21.89503443666381
RH10 6TJ,ASH KEYS | RH10 6TJ,289000.0,3.0,15588.457268,280000.0,307000.0,RH10,403333.0,True,RH10 6TJ,51.109775,-0.185483,Crawley,28.34704822070101
GU12 6LH,ASH STREET | GU12 6LH,211666.0,3.0,32532.035493,180000.0,245000.0,GU12,371666.0,True,GU12 6LH,51.246638,-0.719464,Guildford,43.049404572923
NE21 5HS,ASH STREET | NE21 5HS,100666.0,3.0,19008.769906,82000.0,120000.0,NE21,181416.0,True,NE21 5HS,54.955293,-1.713499,Gateshead,44.51095823962605
B97 6JL,ASH TREE ROAD | B97 6JL,183333.0,3.0,22546.248764,160000.0,205000.0,B97,273697.0,True,B97 6JL,52.311389,-1.95444,Redditch,33.01607251814963
NP26 5NU,ASH TREE ROAD | NP26 5NU,182650.0,3.0,49829.383901,149950.0,240000.0,NP26,292333.0,True,NP26 5NU,51.614001,-2.766189,Monmouthshire,37.519883146959124
BD2 4DH,ASHBOURNE OVAL | BD2 4DH,135375.0,4.0,15063.061884,118000.0,153500.0,BD2,173500.0,True,BD2 4DH,53.814253,-1.745251,Bradford,21.97406340057637
DE22 3BF,ASHBOURNE ROAD | DE22 3BF,132000.0,3.0,35383.612026,94000.0,164000.0,DE22,277416.0,True,DE22 3BF,52.926268,-1.492907,Derby,52.41802924128385
ST14 8UL,ASHBROOK CLOSE | ST14 8UL,174333.0,3.0,10066.445914,165000.0,185000.0,ST14,251500.0,True,ST14 8UL,52.890884,-1.865761,East Staffordshire,30.682703777335984
SA16 0TP,ASHBURNHAM ROAD | SA16 0TP,177599.0,5.0,64965.714073,98000.0,235000.0,SA16,268245.0,True,SA16 0TP,51.685825,-4.273215,Carmarthenshire,33.79224216667598
TN35 5JN,ASHBURNHAM ROAD | TN35 5JN,156458.0,3.0,22847.433299,134375.0,180000.0,TN35,307666.0,True,TN35 5JN,50.864817,0.599409,Hastings,49.14680205157541
CR0 6AP,ASHBURTON ROAD | CR0 6AP,274166.0,3.0,30855.847636,240000.0,300000.0,CR0,357000.0,True,CR0 6AP,51.376018,-0.075154,Croydon,23.20280112044818
LE10 1RR,ASHBY ROAD | LE10 1RR,128333.0,3.0,8621.678104,119000.0,136000.0,LE10,249000.0,True,LE10 1RR,52.551683,-1.36698,Hinckley and Bosworth,48.460642570281124
CF5 2SA,ASHDENE CLOSE | CF5 2SA,185625.0,4.0,22580.873175,162500.0,205000.0,CF5,283208.0,True,CF5 2SA,51.500731,-3.246471,Cardiff,34.45630066947261
CV8 2TS,ASHDENE GARDENS | CV8 2TS,126875.0,4.0,19724.667298,105000.0,150000.0,CV8,324333.0,True,CV8 2TS,52.34417,-1.568144,Warwick,60.88125475976851
WA3 6TE,ASHDOWN LANE | WA3 6TE,201666.0,3.0,32145.502537,165000.0,225000.0,WA3,271301.0,True,WA3 6TE,53.426636,-2.505479,Warrington,25.667063519854334
SW17 7TH,ASHDOWN WAY | SW17 7TH,350200.0,5.0,25606.639764,320000.0,375000.0,SW17,608875.0,True,SW17 7TH,51.439412,-0.157657,Wandsworth,42.484089509341
SG6 4SH,ASHDOWN | SG6 4SH,271333.0,3.0,131092.842418,120000.0,350000.0,SG6,359602.0,True,SG6 4SH,51.991441,-0.231375,North Hertfordshire,24.54630396938838
WA4 1PQ,ASHFIELD GARDENS | WA4 1PQ,115000.0,3.0,44440.972087,80000.0,165000.0,WA4,304987.0,True,WA4 1PQ,53.38169,-2.561908,Warrington,62.2934748038441
NG17 2NX,ASHFIELD ROAD | NG17 2NX,140669.0,4.0,52735.619724,92000.0,198178.0,NG17,201750.0,True,NG17 2NX,53.128507,-1.29054,Ashfield,30.27558859975217
NG2 4LS,ASHFIELD ROAD | NG2 4LS,158000.0,3.0,1732.050808,157000.0,160000.0,NG2,286916.0,True,NG2 4LS,52.953099,-1.127092,Nottingham,44.93161761630582
SA62 4FG,ASHFORD PARK | SA62 4FG,263750.0,4.0,48541.219597,220000.0,325000.0,SA62,339158.0,True,SA62 4FG,51.825669,-4.948726,Pembrokeshire,22.233885091904067
WR2 5FW,ASHFORD ROAD | WR2 5FW,178333.0,3.0,18929.694486,165000.0,200000.0,WR2,340416.0,True,WR2 5FW,52.185584,-2.259384,Worcester,47.61321442000376
B45 9YB,ASHILL ROAD | B45 9YB,67600.0,10.0,10679.159351,48500.0,80000.0,B45,239666.0,True,B45 9YB,52.395195,-2.005202,Birmingham,71.7940800947986
SS4 1FF,ASHINGDON ROAD | SS4 1FF,116800.0,5.0,23263.705638,85000.0,149000.0,SS4,332187.0,True,SS4 1FF,51.584233,0.700113,Rochford,64.839081601628
SS4 3HX,ASHINGDON ROAD | SS4 3HX,217000.0,6.0,43634.848459,180000.0,302000.0,SS4,332187.0,True,SS4 3HX,51.608756,0.690028,Rochford,34.675348523572566
NE23 7DF,ASHKIRK | NE23 7DF,117666.0,3.0,71807.613338,68000.0,200000.0,NE23,212466.0,True,NE23 7DF,55.056806,-1.589621,North Tyneside,44.61890373047923
DL6 1HD,ASHLANDS ROAD | DL6 1HD,151666.0,3.0,10408.329997,140000.0,160000.0,DL6,238855.0,True,DL6 1HD,54.34001,-1.420661,North Yorkshire,36.502899248498046
SY10 7TN,ASHLANDS ROAD | SY10 7TN,164333.0,3.0,30924.639583,145000.0,200000.0,SY10,235833.0,True,SY10 7TN,52.915943,-3.063153,Shropshire,30.318064053800782
SP10 2EU,ASHLAWN GARDENS | SP10 2EU,177500.0,4.0,61846.584384,110000.0,230000.0,SP10,275166.0,True,SP10 2EU,51.201384,-1.477788,Test Valley,35.49348393333479
PE28 2UN,ASHLEIGH COURT | PE28 2UN,100500.0,4.0,8225.97512,90000.0,110000.0,PE28,360045.0,True,PE28 2UN,52.404058,-0.078686,Huntingdonshire,72.08682248052327
EX2 8YU,ASHLEIGH | EX2 8YU,215333.0,3.0,39119.475116,171000.0,245000.0,EX2,343333.0,True,EX2 8YU,50.699247,-3.540346,Exeter,37.2815895937763
GU4 8JA,ASHLEY GARDENS | GU4 8JA,267666.0,3.0,88917.564819,165000.0,320000.0,GU4,344600.0,True,GU4 8JA,51.212299,-0.562471,Guildford,22.325594892629137
BH14 9BZ,ASHLEY ROAD | BH14 9BZ,134583.0,3.0,2649.685516,131750.0,137000.0,BH14,336408.0,True,BH14 9BZ,50.728651,-1.933575,"Bournemouth, Christchurch and Poole",59.994114289790964
BS6 5NT,ASHLEY ROAD | BS6 5NT,203333.0,3.0,55075.705473,140000.0,240000.0,BS6,339222.0,True,BS6 5NT,51.465075,-2.584987,"Bristol, City of",40.059017398635696
KT18 7BY,ASHLEY ROAD | KT18 7BY,354250.0,4.0,46678.867453,310000.0,410000.0,KT18,537512.0,True,KT18 7BY,51.323812,-0.266754,Epsom and Ewell,34.09449463453839
NE34 0PD,ASHLEY ROAD | NE34 0PD,115000.0,4.0,33166.247904,70000.0,140000.0,NE34,196582.0,True,NE34 0PD,54.976647,-1.432518,South Tyneside,41.50023908597939
NE34 0PE,ASHLEY ROAD | NE34 0PE,142333.0,3.0,17785.762096,122000.0,155000.0,NE34,196582.0,True,NE34 0PE,54.975258,-1.431444,South Tyneside,27.596117650649603
WA14 2LR,ASHLEY ROAD | WA14 2LR,152000.0,3.0,2645.751311,150000.0,155000.0,WA14,368500.0,True,WA14 2LR,53.379976,-2.352899,Trafford,58.7516960651289
CA2 5SN,ASHMAN CLOSE | CA2 5SN,103333.0,3.0,11547.005384,90000.0,110000.0,CA2,147645.0,True,CA2 5SN,54.882857,-2.942383,Cumberland,30.01253005519997
RG31 7EN,ASHMERE CLOSE | RG31 7EN,266276.0,6.0,104575.806316,145000.0,390000.0,RG31,343333.0,True,RG31 7EN,51.44181,-1.045495,West Berkshire,22.443808197872038
W9 3DA,ASHMORE ROAD | W9 3DA,447500.0,4.0,113026.545555,300000.0,570000.0,W9,690250.0,True,W9 3DA,51.530088,-0.202571,Westminster,35.16841724013039
NE3 3GH,ASHOVER ROAD | NE3 3GH,150400.0,5.0,43997.727214,100000.0,187000.0,NE3,248444.0,True,NE3 3GH,55.00079,-1.664042,Newcastle upon Tyne,39.46321907552608
PR2 1BZ,ASHTON BANK WAY | PR2 1BZ,135000.0,3.0,43301.270189,85000.0,160000.0,PR2,197491.0,True,PR2 1BZ,53.762915,-2.759332,Preston,31.642454592867526
PE29 7HG,ASHTON GARDENS | PE29 7HG,209333.0,3.0,35907.288025,182000.0,250000.0,PE29,280800.0,True,PE29 7HG,52.334269,-0.18519,Huntingdonshire,25.451210826210826
M33 6WF,ASHTON LANE | M33 6WF,179500.0,4.0,11561.430131,169000.0,190000.0,M33,317333.0,True,M33 6WF,53.426485,-2.333329,Trafford,43.43481453236821
WA3 3UN,ASHTON ROAD | WA3 3UN,113333.0,3.0,27061.657993,83000.0,135000.0,WA3,271301.0,True,WA3 3UN,53.484101,-2.596731,Wigan,58.22610311056723
BA14 7ET,ASHTON STREET | BA14 7ET,189666.0,3.0,34645.82707,150000.0,214000.0,BA14,271000.0,True,BA14 7ET,51.320671,-2.199037,Wiltshire,30.012546125461252
LS8 5BU,ASHTON TERRACE | LS8 5BU,110666.0,3.0,14011.899705,97000.0,125000.0,LS8,279500.0,True,LS8 5BU,53.810249,-1.516007,Leeds,60.405724508050085
WA9 2AP,ASHTONS GREEN DRIVE | WA9 2AP,99333.0,3.0,28041.635711,75000.0,130000.0,WA9,151166.0,True,WA9 2AP,53.451097,-2.695983,St. Helens,34.28879509942712
BA11 2SE,ASHTREE ROAD | BA11 2SE,245000.0,4.0,38514.066694,205000.0,285000.0,BA11,315916.0,True,BA11 2SE,51.239375,-2.308717,Somerset,22.44773927246483
BA11 2SF,ASHTREE ROAD | BA11 2SF,246666.0,3.0,7637.626158,240000.0,255000.0,BA11,315916.0,True,BA11 2SF,51.239174,-2.310019,Somerset,21.920383899517592
RG41 2AW,ASHVILLE WAY | RG41 2AW,249400.0,5.0,18752.99976,220000.0,271500.0,RG41,493333.0,True,RG41 2AW,51.405564,-0.844727,Wokingham,49.445911787778236
B69 4SD,ASHWOOD CLOSE | B69 4SD,159125.0,4.0,54280.713272,112500.0,235000.0,B69,200500.0,True,B69 4SD,52.486756,-2.022915,Sandwell,20.635910224438902
YO62 5FE,ASHWOOD CLOSE | YO62 5FE,121100.0,5.0,46902.025543,52500.0,180000.0,YO62,288333.0,True,YO62 5FE,54.250521,-1.062156,North Yorkshire,57.999951445030575
W12 9BH,ASKEW ROAD | W12 9BH,388333.0,3.0,79739.158093,300000.0,455000.0,W12,622833.0,True,W12 9BH,51.505441,-0.244853,Hammersmith and Fulham,37.65054195908053
W12 9BL,ASKEW ROAD | W12 9BL,481666.0,3.0,35472.994423,450000.0,520000.0,W12,622833.0,True,W12 9BL,51.502766,-0.243371,Hammersmith and Fulham,22.66530514600222
SW15 2HX,ASKILL DRIVE | SW15 2HX,443937.0,5.0,74331.01821399998,350000.0,555000.0,SW15,604375.0,True,SW15 2HX,51.456316,-0.210983,Wandsworth,26.546101344364015
SG5 4RS,ASPEN GARDENS | SG5 4RS,308750.0,4.0,143722.823518,105000.0,435000.0,SG5,410875.0,True,SG5 4RS,52.024835,-0.224737,Central Bedfordshire,24.85549132947977
NE16 6QP,ASPEN GROVE | NE16 6QP,144500.0,4.0,59000.0,58000.0,190000.0,NE16,218333.0,True,NE16 6QP,54.905142,-1.730631,County Durham,33.81669284991275
NE34 8BZ,ASPEN PLACE | NE34 8BZ,94999.0,5.0,11156.836693,80000.0,105000.0,NE34,196582.0,True,NE34 8BZ,54.971584,-1.412828,South Tyneside,51.67461924286049
HP10 9GG,ASPEN ROAD | HP10 9GG,325904.0,16.0,50169.281952,261900.0,387500.0,HP10,422583.0,True,HP10 9GG,51.614072,-0.738206,Buckinghamshire,22.878109152521517
LL55 2LD,ASSHETON TERRACE | LL55 2LD,113366.0,3.0,24353.712927,90000.0,138600.0,LL55,246250.0,True,LL55 2LD,53.137193,-4.269039,Gwynedd,53.963045685279184
M43 6JB,ASTAN AVENUE | M43 6JB,184000.0,3.0,50477.717856,150000.0,242000.0,M43,256000.0,True,M43 6JB,53.487684,-2.168513,Tameside,28.125
DN3 1SE,ASTCOTE COURT | DN3 1SE,144166.0,3.0,14511.489701,131500.0,160000.0,DN3,186050.0,True,DN3 1SE,53.564481,-1.07435,Doncaster,22.512227895726955
BL1 8RT,ASTLEY BROOK CLOSE | BL1 8RT,97111.0,9.0,8084.62189,82000.0,107000.0,BL1,187708.0,True,BL1 8RT,53.59627,-2.420895,Bolton,48.2648581839879
SS15 6UH,ASTON ROAD | SS15 6UH,243400.0,5.0,33731.291111,212000.0,280000.0,SS15,318050.0,True,SS15 6UH,51.571563,0.421258,Basildon,23.471152334538594
SG16 6EL,ASTRAL CLOSE | SG16 6EL,246428.0,7.0,26881.5745,205000.0,265000.0,SG16,453166.0,True,SG16 6EL,52.005191,-0.302427,Central Bedfordshire,45.62081003429207
CT9 2BD,ATHELSTAN ROAD | CT9 2BD,138333.0,3.0,45368.858629,90000.0,180000.0,CT9,274812.0,True,CT9 2BD,51.391371,1.391014,Thanet,49.66267848565565
DL16 7UL,ATHERTON CLOSE | DL16 7UL,121014.0,3.0,32884.793086,84043.0,147000.0,DL16,162862.0,True,DL16 7UL,54.694007,-1.603326,County Durham,25.695373997617615
M44 5BR,ATHERTON LANE | M44 5BR,173666.0,3.0,14843.629385,161000.0,190000.0,M44,220770.0,True,M44 5BR,53.427526,-2.43447,Salford,21.336232277936315
WN2 4TA,ATHERTON ROAD | WN2 4TA,140466.0,3.0,34439.850948,109400.0,177500.0,WN2,186245.0,True,WN2 4TA,53.522748,-2.538962,Wigan,24.579988724529517
